gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version
ENSG00000144749,LRIG1,leucine rich repeats and immunoglobulin like domains 1,1,positive,ENSG00000144749,LRIG1,protein_coding,3,66378794.0,66501263.0,-1.0,Q96JA1,LRIG1_HUMAN,1093.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000244624,KRTAP20-1,KRTAP20-1,0,negative,ENSG00000244624,KRTAP20-1,protein_coding,21,30616425.0,30616699.0,1.0,Q3LI63,KR201_HUMAN,56.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000140836,ZFHX3,zinc finger homeobox 3,1,positive,ENSG00000140836,ZFHX3,protein_coding,16,72782885.0,73891871.0,-1.0,Q15911,ZFHX3_HUMAN,3703.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000189091,SF3B3,SF3B3,0,negative,ENSG00000189091,SF3B3,protein_coding,16,70523782.0,70577670.0,1.0,Q15393,SF3B3_HUMAN,1217.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000276040,SPATA31A7,SPATA31A7,0,negative,ENSG00000276040,SPATA31A7,protein_coding,9,61190036.0,61196280.0,1.0,Q8IWB4,S31A7_HUMAN,1347.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000111252,SH2B3,SH2B adaptor protein 3,1,positive,ENSG00000111252,SH2B3,protein_coding,12,111405000.0,111451623.0,1.0,Q9UQQ2,SH2B3_HUMAN,575.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000185988,PLK5,PLK5,0,negative,ENSG00000185988,PLK5,protein_coding,19,1508023.0,1536046.0,1.0,Q496M5,PLK5_HUMAN,336.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000075975,MKRN2,MKRN2,0,negative,ENSG00000075975,MKRN2,protein_coding,3,12557020.0,12586208.0,1.0,Q9H000,MKRN2_HUMAN,416.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000267680,ZNF224,ZNF224,0,negative,ENSG00000267680,ZNF224,protein_coding,19,44094326.0,44109886.0,1.0,Q9NZL3,ZN224_HUMAN,707.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198369,SPRED2,sprouty related EVH1 domain containing 2,1,positive,ENSG00000198369,SPRED2,protein_coding,2,65310851.0,65432637.0,-1.0,Q7Z698,SPRE2_HUMAN,418.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000105559,PLEKHA4,PLEKHA4,0,negative,ENSG00000105559,PLEKHA4,protein_coding,19,48837091.0,48868855.0,-1.0,Q9H4M7,PKHA4_HUMAN,779.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000140859,KIFC3,KIFC3,0,negative,ENSG00000140859,KIFC3,protein_coding,16,57755668.0,57863053.0,-1.0,Q9BVG8,KIFC3_HUMAN,833.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000162413,KLHL21,kelch like family member 21,1,positive,ENSG00000162413,KLHL21,protein_coding,1,6590724.0,6614607.0,-1.0,Q9UJP4,KLH21_HUMAN,597.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000105726,ATP13A1,ATP13A1,0,negative,ENSG00000105726,ATP13A1,protein_coding,19,19645198.0,19663700.0,-1.0,Q9HD20,AT131_HUMAN,1204.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000279408,OR4N4C,OR4N4C,0,negative,ENSG00000279408,OR4N4C,protein_coding,15,21651844.0,21652968.0,1.0,A0A096LPK9,ORN4C_HUMAN,316.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000184983,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,1,positive,ENSG00000184983,NDUFA6,protein_coding,22,42085526.0,42090884.0,-1.0,P56556,NDUA6_HUMAN,128.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000140382,HMG20A,high mobility group 20A,1,positive,ENSG00000140382,HMG20A,protein_coding,15,77419830.0,77485955.0,1.0,Q9NP66,HM20A_HUMAN,347.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000163618,CADPS,calcium dependent secretion activator,1,positive,ENSG00000163618,CADPS,protein_coding,3,62398346.0,62875563.0,-1.0,Q9ULU8,CAPS1_HUMAN,1353.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000114127,XRN1,XRN1,0,negative,ENSG00000114127,XRN1,protein_coding,3,142306607.0,142448087.0,-1.0,Q8IZH2,XRN1_HUMAN,1706.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000077063,CTTNBP2,cortactin binding protein 2,1,positive,ENSG00000077063,CTTNBP2,protein_coding,7,117710651.0,117874139.0,-1.0,Q8WZ74,CTTB2_HUMAN,1663.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000181378,CFAP65,CFAP65,0,negative,ENSG00000181378,CFAP65,protein_coding,2,219002846.0,219041527.0,-1.0,Q6ZU64,CFA65_HUMAN,1925.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000168830,HTR1E,HTR1E,0,negative,ENSG00000168830,HTR1E,protein_coding,6,86936662.0,87017155.0,1.0,P28566,5HT1E_HUMAN,365.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000163872,YEATS2,YEATS2,0,negative,ENSG00000163872,YEATS2,protein_coding,3,183697748.0,183812805.0,1.0,Q9ULM3,YETS2_HUMAN,1422.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000109501,WFS1,wolframin ER transmembrane glycoprotein,1,positive,ENSG00000109501,WFS1,protein_coding,4,6269839.0,6303265.0,1.0,O76024,WFS1_HUMAN,890.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000279270,OR52R1,OR52R1,0,negative,ENSG00000279270,OR52R1,protein_coding,11,4803433.0,4804380.0,-1.0,Q8NGF1,O52R1_HUMAN,315.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000172046,USP19,USP19,0,negative,ENSG00000172046,USP19,protein_coding,3,49108046.0,49120938.0,-1.0,O94966,UBP19_HUMAN,1318.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000255713,OR4D2,OR4D2,0,negative,ENSG00000255713,OR4D2,protein_coding,17,58166982.0,58171411.0,1.0,P58180,OR4D2_HUMAN,307.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000084731,KIF3C,kinesin family member 3C,1,positive,ENSG00000084731,KIF3C,protein_coding,2,25926589.0,25982761.0,-1.0,O14782,KIF3C_HUMAN,793.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000172260,NEGR1,neuronal growth regulator 1,1,positive,ENSG00000172260,NEGR1,protein_coding,1,71395943.0,72282539.0,-1.0,Q7Z3B1,NEGR1_HUMAN,354.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000197355,UAP1L1,UAP1L1,0,negative,ENSG00000197355,UAP1L1,protein_coding,9,137077483.0,137084542.0,1.0,Q3KQV9,UAP1L_HUMAN,507.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000105662,CRTC1,CREB regulated transcription coactivator 1,1,positive,ENSG00000105662,CRTC1,protein_coding,19,18683640.0,18782333.0,1.0,Q6UUV9,CRTC1_HUMAN,634.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000095587,TLL2,TLL2,0,negative,ENSG00000095587,TLL2,protein_coding,10,96364608.0,96513941.0,-1.0,Q9Y6L7,TLL2_HUMAN,1015.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000187416,LHFPL3,LHFPL tetraspan subfamily member 3,1,positive,ENSG00000187416,LHFPL3,protein_coding,7,104328603.0,104908561.0,1.0,Q86UP9,LHPL3_HUMAN,236.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000215421,ZNF407,ZNF407,0,negative,ENSG00000215421,ZNF407,protein_coding,18,74597848.0,75065671.0,1.0,Q9C0G0,ZN407_HUMAN,2248.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000103657,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,1,positive,ENSG00000103657,HERC1,protein_coding,15,63608618.0,63833948.0,-1.0,Q15751,HERC1_HUMAN,4861.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000074370,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,1,positive,ENSG00000074370,ATP2A3,protein_coding,17,3923866.0,3964491.0,-1.0,Q93084,AT2A3_HUMAN,999.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000171824,EXOSC10,EXOSC10,0,negative,ENSG00000171824,EXOSC10,protein_coding,1,11066613.0,11099898.0,-1.0,Q01780,EXOSX_HUMAN,885.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000172995,ARPP21,cAMP regulated phosphoprotein 21,1,positive,ENSG00000172995,ARPP21,protein_coding,3,35638945.0,35794496.0,1.0,Q9UBL0,ARP21_HUMAN,812.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000169515,CCDC8,CCDC8,0,negative,ENSG00000169515,CCDC8,protein_coding,19,46410329.0,46413564.0,-1.0,Q9H0W5,CCDC8_HUMAN,538.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000119203,CPSF3,CPSF3,0,negative,ENSG00000119203,CPSF3,protein_coding,2,9423631.0,9473110.0,1.0,Q9UKF6,CPSF3_HUMAN,684.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000112787,FBRSL1,fibrosin like 1,1,positive,ENSG00000112787,FBRSL1,protein_coding,12,132489551.0,132585188.0,1.0,Q9HCM7,FBSL_HUMAN,1045.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000078237,TIGAR,TP53 induced glycolysis regulatory phosphatase,1,positive,ENSG00000078237,TIGAR,protein_coding,12,4307763.0,4360028.0,1.0,Q9NQ88,TIGAR_HUMAN,270.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000138738,PRDM5,PR/SET domain 5,1,positive,ENSG00000138738,PRDM5,protein_coding,4,120684919.0,120923089.0,-1.0,Q9NQX1,PRDM5_HUMAN,630.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000276547,PCDHGB5,PCDHGB5,0,negative,ENSG00000276547,PCDHGB5,protein_coding,5,141397947.0,141512975.0,1.0,Q9Y5G0,PCDGH_HUMAN,923.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000122257,RBBP6,RBBP6,0,negative,ENSG00000122257,RBBP6,protein_coding,16,24537693.0,24572863.0,1.0,Q7Z6E9,RBBP6_HUMAN,1792.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198670,LPA,lipoprotein(a),1,positive,ENSG00000198670,LPA,protein_coding,6,160531482.0,160664275.0,-1.0,P08519,APOA_HUMAN,2040.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000237489,C10orf143,C10orf143,0,negative,ENSG00000237489,C10orf143,protein_coding,10,130020025.0,130110840.0,-1.0,A0A1B0GUT2,CJ143_HUMAN,108.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000162341,TPCN2,two pore segment channel 2,1,positive,ENSG00000162341,TPCN2,protein_coding,11,69048850.0,69136316.0,1.0,Q8NHX9,TPC2_HUMAN,752.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000118873,RAB3GAP2,RAB3GAP2,0,negative,ENSG00000118873,RAB3GAP2,protein_coding,1,220148293.0,220272529.0,-1.0,Q9H2M9,RBGPR_HUMAN,1393.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000046774,MAGEC2,MAGEC2,0,negative,ENSG00000046774,MAGEC2,protein_coding,X,142202342.0,142205290.0,-1.0,Q9UBF1,MAGC2_HUMAN,373.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1,1,positive,ENSG00000108175,ZMIZ1,protein_coding,10,79068929.0,79316550.0,1.0,Q9ULJ6,ZMIZ1_HUMAN,1067.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000016602,CLCA4,CLCA4,0,negative,ENSG00000016602,CLCA4,protein_coding,1,86547076.0,86580758.0,1.0,Q14CN2,CLCA4_HUMAN,919.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000215910,C1orf167,C1orf167,0,negative,ENSG00000215910,C1orf167,protein_coding,1,11761787.0,11789585.0,1.0,Q5SNV9,CA167_HUMAN,1449.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000119242,CCDC92,coiled-coil domain containing 92,1,positive,ENSG00000119242,CCDC92,protein_coding,12,123918660.0,123974253.0,-1.0,Q53HC0,CCD92_HUMAN,331.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000268940,CT45A1,CT45A1,0,negative,ENSG00000268940,CT45A1,protein_coding,X,135713639.0,135723539.0,1.0,Q5HYN5,CT451_HUMAN,189.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000023516,AKAP11,AKAP11,0,negative,ENSG00000023516,AKAP11,protein_coding,13,42271475.0,42323283.0,1.0,Q9UKA4,AKA11_HUMAN,1901.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000131477,RAMP2,receptor activity modifying protein 2,1,positive,ENSG00000131477,RAMP2,protein_coding,17,42758447.0,42763041.0,1.0,O60895,RAMP2_HUMAN,175.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000139719,VPS33A,VPS33A,0,negative,ENSG00000139719,VPS33A,protein_coding,12,122229564.0,122266502.0,-1.0,Q96AX1,VP33A_HUMAN,596.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000101384,JAG1,jagged canonical Notch ligand 1,1,positive,ENSG00000101384,JAG1,protein_coding,20,10637684.0,10674396.0,-1.0,P78504,JAG1_HUMAN,1218.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000234284,ZNF879,ZNF879,0,negative,ENSG00000234284,ZNF879,protein_coding,5,179023804.0,179035064.0,1.0,B4DU55,ZN879_HUMAN,563.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000080293,SCTR,secretin receptor,1,positive,ENSG00000080293,SCTR,protein_coding,2,119439839.0,119525301.0,-1.0,P47872,SCTR_HUMAN,440.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000169955,ZNF747,ZNF747,0,negative,ENSG00000169955,ZNF747,protein_coding,16,30530367.0,30535347.0,-1.0,Q9BV97,ZN747_HUMAN,330.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000100034,PPM1F,PPM1F,0,negative,ENSG00000100034,PPM1F,protein_coding,22,21919425.0,21952848.0,-1.0,P49593,PPM1F_HUMAN,454.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000100347,SAMM50,SAMM50 sorting and assembly machinery component,1,positive,ENSG00000100347,SAMM50,protein_coding,22,43955399.0,44010531.0,1.0,Q9Y512,SAM50_HUMAN,469.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000139146,SINHCAF,SIN3-HDAC complex associated factor,1,positive,ENSG00000139146,SINHCAF,protein_coding,12,31280584.0,31327058.0,-1.0,Q9NP50,SHCAF_HUMAN,221.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000106829,TLE4,"TLE family member 4, transcriptional corepressor",1,positive,ENSG00000106829,TLE4,protein_coding,9,79571773.0,79726882.0,1.0,Q04727,TLE4_HUMAN,773.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000143772,ITPKB,ITPKB,0,negative,ENSG00000143772,ITPKB,protein_coding,1,226631688.0,226739323.0,-1.0,P27987,IP3KB_HUMAN,946.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000134287,ARF3,ARF3,0,negative,ENSG00000134287,ARF3,protein_coding,12,48935723.0,48957514.0,-1.0,P61204,ARF3_HUMAN,181.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000150593,PDCD4,programmed cell death 4,1,positive,ENSG00000150593,PDCD4,protein_coding,10,110871795.0,110900006.0,1.0,Q53EL6,PDCD4_HUMAN,469.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000175105,ZNF654,zinc finger protein 654,1,positive,ENSG00000175105,ZNF654,protein_coding,3,88058723.0,88144662.0,1.0,Q8IZM8,ZN654_HUMAN,1128.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000163623,NKX6-1,NK6 homeobox 1,1,positive,ENSG00000163623,NKX6-1,protein_coding,4,84491985.0,84499292.0,-1.0,P78426,NKX61_HUMAN,367.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000062524,LTK,leukocyte receptor tyrosine kinase,1,positive,ENSG00000062524,LTK,protein_coding,15,41503634.0,41513887.0,-1.0,P29376,LTK_HUMAN,864.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000064607,SUGP2,SUGP2,0,negative,ENSG00000064607,SUGP2,protein_coding,19,18990888.0,19034040.0,-1.0,Q8IX01,SUGP2_HUMAN,1082.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000081189,MEF2C,myocyte enhancer factor 2C,1,positive,ENSG00000081189,MEF2C,protein_coding,5,88717117.0,88904257.0,-1.0,Q06413,MEF2C_HUMAN,473.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000072274,TFRC,transferrin receptor,1,positive,ENSG00000072274,TFRC,protein_coding,3,196012511.0,196082162.0,-1.0,P02786,TFR1_HUMAN,760.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000148399,DPH7,DPH7,0,negative,ENSG00000148399,DPH7,protein_coding,9,137554444.0,137578925.0,-1.0,Q9BTV6,DPH7_HUMAN,452.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000221818,EBF2,EBF transcription factor 2,1,positive,ENSG00000221818,EBF2,protein_coding,8,25841725.0,26045413.0,-1.0,Q9HAK2,COE2_HUMAN,575.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000147124,ZNF41,ZNF41,0,negative,ENSG00000147124,ZNF41,protein_coding,X,47444693.0,47483247.0,-1.0,P51814,ZNF41_HUMAN,821.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000101417,PXMP4,peroxisomal membrane protein 4,1,positive,ENSG00000101417,PXMP4,protein_coding,20,33702758.0,33720319.0,-1.0,Q9Y6I8,PXMP4_HUMAN,212.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000158186,MRAS,muscle RAS oncogene homolog,1,positive,ENSG00000158186,MRAS,protein_coding,3,138347648.0,138405534.0,1.0,O14807,RASM_HUMAN,208.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000116260,QSOX1,QSOX1,0,negative,ENSG00000116260,QSOX1,protein_coding,1,180154869.0,180204030.0,1.0,O00391,QSOX1_HUMAN,747.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000149115,TNKS1BP1,TNKS1BP1,0,negative,ENSG00000149115,TNKS1BP1,protein_coding,11,57299630.0,57325682.0,-1.0,Q9C0C2,TB182_HUMAN,1729.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198718,TOGARAM1,TOGARAM1,0,negative,ENSG00000198718,TOGARAM1,protein_coding,14,44962190.0,45074431.0,1.0,Q9Y4F4,TGRM1_HUMAN,1720.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000182308,DCAF4L1,DCAF4L1,0,negative,ENSG00000182308,DCAF4L1,protein_coding,4,41981756.0,41986465.0,1.0,Q3SXM0,DC4L1_HUMAN,396.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000133943,DGLUCY,DGLUCY,0,negative,ENSG00000133943,DGLUCY,protein_coding,14,91060044.0,91226929.0,1.0,Q7Z3D6,GLUCM_HUMAN,616.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000205693,MANSC4,MANSC domain containing 4,1,positive,ENSG00000205693,MANSC4,protein_coding,12,27762427.0,27780236.0,-1.0,A6NHS7,MANS4_HUMAN,340.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000159625,DRC7,DRC7,0,negative,ENSG00000159625,DRC7,protein_coding,16,57694793.0,57731805.0,1.0,Q8IY82,DRC7_HUMAN,874.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000121989,ACVR2A,activin A receptor type 2A,1,positive,ENSG00000121989,ACVR2A,protein_coding,2,147844378.0,147930826.0,1.0,P27037,AVR2A_HUMAN,513.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000091704,CPA1,carboxypeptidase A1,1,positive,ENSG00000091704,CPA1,protein_coding,7,130380339.0,130388114.0,1.0,P15085,CBPA1_HUMAN,419.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000165006,UBAP1,ubiquitin associated protein 1,1,positive,ENSG00000165006,UBAP1,protein_coding,9,34179005.0,34252523.0,1.0,Q9NZ09,UBAP1_HUMAN,502.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000006071,ABCC8,ATP binding cassette subfamily C member 8,1,positive,ENSG00000006071,ABCC8,protein_coding,11,17392498.0,17476894.0,-1.0,Q09428,ABCC8_HUMAN,1581.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000169047,IRS1,insulin receptor substrate 1,1,positive,ENSG00000169047,IRS1,protein_coding,2,226731312.0,226799820.0,-1.0,P35568,IRS1_HUMAN,1242.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000099282,TSPAN15,tetraspanin 15,1,positive,ENSG00000099282,TSPAN15,protein_coding,10,69451150.0,69507676.0,1.0,O95858,TSN15_HUMAN,294.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000164151,ICE1,ICE1,0,negative,ENSG00000164151,ICE1,protein_coding,5,5420664.0,5490220.0,1.0,Q9Y2F5,ICE1_HUMAN,2266.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000163633,C4orf36,C4orf36,0,negative,ENSG00000163633,C4orf36,protein_coding,4,86876205.0,86892813.0,-1.0,Q96KX1,CD036_HUMAN,117.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000154767,XPC,XPC,0,negative,ENSG00000154767,XPC,protein_coding,3,14145145.0,14178652.0,-1.0,Q01831,XPC_HUMAN,940.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196705,ZNF431,ZNF431,0,negative,ENSG00000196705,ZNF431,protein_coding,19,21142005.0,21196053.0,1.0,Q8TF32,ZN431_HUMAN,576.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
