gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version,representative_transcript_id,representative_transcript_rule,representative_transcript_priority,transcript_gene_name,transcript_gene_type,transcript_chromosome,transcript_strand,transcript_start_bp,transcript_end_bp,representative_tss_bp,representative_tss_rule,chromosome_match_gene_vs_transcript,strand_match_gene_vs_transcript,representative_tss_master_version,representative_transcript_selection_strategy
ENSG00000163618,CADPS,calcium dependent secretion activator,1,positive,ENSG00000163618,CADPS,protein_coding,3,62398346.0,62875563.0,-1.0,Q9ULU8,CAPS1_HUMAN,1353.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000383710,MANE_Select,1,CADPS,protein_coding,3,-1,62398348,62875416,62875416,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000114127,XRN1,XRN1,0,negative,ENSG00000114127,XRN1,protein_coding,3,142306607.0,142448087.0,-1.0,Q8IZH2,XRN1_HUMAN,1706.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000392981,MANE_Select,1,XRN1,protein_coding,3,-1,142306610,142448037,142448037,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000077063,CTTNBP2,cortactin binding protein 2,1,positive,ENSG00000077063,CTTNBP2,protein_coding,7,117710651.0,117874139.0,-1.0,Q8WZ74,CTTB2_HUMAN,1663.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000160373,MANE_Select,1,CTTNBP2,protein_coding,7,-1,117710651,117873441,117873441,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000181378,CFAP65,CFAP65,0,negative,ENSG00000181378,CFAP65,protein_coding,2,219002846.0,219041527.0,-1.0,Q6ZU64,CFA65_HUMAN,1925.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000341552,MANE_Select,1,CFAP65,protein_coding,2,-1,219002846,219041516,219041516,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000168830,HTR1E,HTR1E,0,negative,ENSG00000168830,HTR1E,protein_coding,6,86936662.0,87017155.0,1.0,P28566,5HT1E_HUMAN,365.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000305344,MANE_Select,1,HTR1E,protein_coding,6,1,86937528,87016679,86937528,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000163872,YEATS2,YEATS2,0,negative,ENSG00000163872,YEATS2,protein_coding,3,183697748.0,183812805.0,1.0,Q9ULM3,YETS2_HUMAN,1422.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000305135,MANE_Select,1,YEATS2,protein_coding,3,1,183697797,183812624,183697797,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000109501,WFS1,wolframin ER transmembrane glycoprotein,1,positive,ENSG00000109501,WFS1,protein_coding,4,6269839.0,6303265.0,1.0,O76024,WFS1_HUMAN,890.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000226760,MANE_Select,1,WFS1,protein_coding,4,1,6269850,6303265,6269850,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000279270,OR52R1,OR52R1,0,negative,ENSG00000279270,OR52R1,protein_coding,11,4803433.0,4804380.0,-1.0,Q8NGF1,O52R1_HUMAN,315.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000624978,MANE_Select,1,OR52R1,protein_coding,11,-1,4803433,4804380,4804380,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000172046,USP19,USP19,0,negative,ENSG00000172046,USP19,protein_coding,3,49108046.0,49120938.0,-1.0,O94966,UBP19_HUMAN,1318.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000417901,MANE_Select,1,USP19,protein_coding,3,-1,49108050,49120823,49120823,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000255713,OR4D2,OR4D2,0,negative,ENSG00000255713,OR4D2,protein_coding,17,58166982.0,58171411.0,1.0,P58180,OR4D2_HUMAN,307.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000545221,MANE_Select,1,OR4D2,protein_coding,17,1,58166982,58171116,58166982,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000084731,KIF3C,kinesin family member 3C,1,positive,ENSG00000084731,KIF3C,protein_coding,2,25926589.0,25982761.0,-1.0,O14782,KIF3C_HUMAN,793.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000264712,MANE_Select,1,KIF3C,protein_coding,2,-1,25926598,25982497,25982497,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000172260,NEGR1,neuronal growth regulator 1,1,positive,ENSG00000172260,NEGR1,protein_coding,1,71395943.0,72282539.0,-1.0,Q7Z3B1,NEGR1_HUMAN,354.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000357731,MANE_Select,1,NEGR1,protein_coding,1,-1,71395943,72282539,72282539,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000197355,UAP1L1,UAP1L1,0,negative,ENSG00000197355,UAP1L1,protein_coding,9,137077483.0,137084542.0,1.0,Q3KQV9,UAP1L_HUMAN,507.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000409858,MANE_Select,1,UAP1L1,protein_coding,9,1,137077517,137084538,137077517,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000105662,CRTC1,CREB regulated transcription coactivator 1,1,positive,ENSG00000105662,CRTC1,protein_coding,19,18683640.0,18782333.0,1.0,Q6UUV9,CRTC1_HUMAN,634.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000321949,MANE_Select,1,CRTC1,protein_coding,19,1,18683680,18782333,18683680,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000095587,TLL2,TLL2,0,negative,ENSG00000095587,TLL2,protein_coding,10,96364608.0,96513941.0,-1.0,Q9Y6L7,TLL2_HUMAN,1015.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000357947,MANE_Select,1,TLL2,protein_coding,10,-1,96364608,96513926,96513926,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000187416,LHFPL3,LHFPL tetraspan subfamily member 3,1,positive,ENSG00000187416,LHFPL3,protein_coding,7,104328603.0,104908561.0,1.0,Q86UP9,LHPL3_HUMAN,236.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000424859,MANE_Select,1,LHFPL3,protein_coding,7,1,104328603,104908561,104328603,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000215421,ZNF407,ZNF407,0,negative,ENSG00000215421,ZNF407,protein_coding,18,74597848.0,75065671.0,1.0,Q9C0G0,ZN407_HUMAN,2248.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000299687,MANE_Select,1,ZNF407,protein_coding,18,1,74597870,75065671,74597870,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000103657,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,1,positive,ENSG00000103657,HERC1,protein_coding,15,63608618.0,63833948.0,-1.0,Q15751,HERC1_HUMAN,4861.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000443617,MANE_Select,1,HERC1,protein_coding,15,-1,63608618,63833948,63833948,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000074370,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,1,positive,ENSG00000074370,ATP2A3,protein_coding,17,3923866.0,3964491.0,-1.0,Q93084,AT2A3_HUMAN,999.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000397041,MANE_Select,1,ATP2A3,protein_coding,17,-1,3923873,3964437,3964437,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000171824,EXOSC10,EXOSC10,0,negative,ENSG00000171824,EXOSC10,protein_coding,1,11066613.0,11099898.0,-1.0,Q01780,EXOSX_HUMAN,885.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000376936,MANE_Select,1,EXOSC10,protein_coding,1,-1,11066618,11099869,11099869,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000172995,ARPP21,cAMP regulated phosphoprotein 21,1,positive,ENSG00000172995,ARPP21,protein_coding,3,35638945.0,35794496.0,1.0,Q9UBL0,ARP21_HUMAN,812.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000684406,MANE_Select,1,ARPP21,protein_coding,3,1,35639525,35794486,35639525,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000169515,CCDC8,CCDC8,0,negative,ENSG00000169515,CCDC8,protein_coding,19,46410329.0,46413564.0,-1.0,Q9H0W5,CCDC8_HUMAN,538.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000307522,MANE_Select,1,CCDC8,protein_coding,19,-1,46410329,46413564,46413564,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000119203,CPSF3,CPSF3,0,negative,ENSG00000119203,CPSF3,protein_coding,2,9423631.0,9473110.0,1.0,Q9UKF6,CPSF3_HUMAN,684.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000238112,MANE_Select,1,CPSF3,protein_coding,2,1,9423654,9473101,9423654,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000112787,FBRSL1,fibrosin like 1,1,positive,ENSG00000112787,FBRSL1,protein_coding,12,132489551.0,132585188.0,1.0,Q9HCM7,FBSL_HUMAN,1045.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000680143,MANE_Select,1,FBRSL1,protein_coding,12,1,132490151,132585188,132490151,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000078237,TIGAR,TP53 induced glycolysis regulatory phosphatase,1,positive,ENSG00000078237,TIGAR,protein_coding,12,4307763.0,4360028.0,1.0,Q9NQ88,TIGAR_HUMAN,270.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000179259,MANE_Select,1,TIGAR,protein_coding,12,1,4321213,4360028,4321213,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000138738,PRDM5,PR/SET domain 5,1,positive,ENSG00000138738,PRDM5,protein_coding,4,120684919.0,120923089.0,-1.0,Q9NQX1,PRDM5_HUMAN,630.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000264808,MANE_Select,1,PRDM5,protein_coding,4,-1,120691915,120922726,120922726,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000276547,PCDHGB5,PCDHGB5,0,negative,ENSG00000276547,PCDHGB5,protein_coding,5,141397947.0,141512975.0,1.0,Q9Y5G0,PCDGH_HUMAN,923.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000617380,MANE_Select,1,PCDHGB5,protein_coding,5,1,141397947,141512975,141397947,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000122257,RBBP6,RBBP6,0,negative,ENSG00000122257,RBBP6,protein_coding,16,24537693.0,24572863.0,1.0,Q7Z6E9,RBBP6_HUMAN,1792.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000319715,MANE_Select,1,RBBP6,protein_coding,16,1,24539566,24572863,24539566,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000198670,LPA,lipoprotein(a),1,positive,ENSG00000198670,LPA,protein_coding,6,160531482.0,160664275.0,-1.0,P08519,APOA_HUMAN,2040.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000316300,MANE_Select,1,LPA,protein_coding,6,-1,160531482,160664275,160664275,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000237489,C10orf143,C10orf143,0,negative,ENSG00000237489,C10orf143,protein_coding,10,130020025.0,130110840.0,-1.0,A0A1B0GUT2,CJ143_HUMAN,108.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000637128,MANE_Select,1,C10orf143,protein_coding,10,-1,130063896,130110830,130110830,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000162341,TPCN2,two pore segment channel 2,1,positive,ENSG00000162341,TPCN2,protein_coding,11,69048850.0,69136316.0,1.0,Q8NHX9,TPC2_HUMAN,752.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000294309,MANE_Select,1,TPCN2,protein_coding,11,1,69048932,69090597,69048932,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000118873,RAB3GAP2,RAB3GAP2,0,negative,ENSG00000118873,RAB3GAP2,protein_coding,1,220148293.0,220272529.0,-1.0,Q9H2M9,RBGPR_HUMAN,1393.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000358951,MANE_Select,1,RAB3GAP2,protein_coding,1,-1,220148293,220272453,220272453,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000046774,MAGEC2,MAGEC2,0,negative,ENSG00000046774,MAGEC2,protein_coding,X,142202342.0,142205290.0,-1.0,Q9UBF1,MAGC2_HUMAN,373.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000247452,MANE_Select,1,MAGEC2,protein_coding,X,-1,142202342,142205290,142205290,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1,1,positive,ENSG00000108175,ZMIZ1,protein_coding,10,79068929.0,79316550.0,1.0,Q9ULJ6,ZMIZ1_HUMAN,1067.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000334512,MANE_Select,1,ZMIZ1,protein_coding,10,1,79068966,79316519,79068966,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000016602,CLCA4,CLCA4,0,negative,ENSG00000016602,CLCA4,protein_coding,1,86547076.0,86580758.0,1.0,Q14CN2,CLCA4_HUMAN,919.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000370563,MANE_Select,1,CLCA4,protein_coding,1,1,86547078,86580754,86547078,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000215910,C1orf167,C1orf167,0,negative,ENSG00000215910,C1orf167,protein_coding,1,11761787.0,11789585.0,1.0,Q5SNV9,CA167_HUMAN,1449.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000688073,MANE_Select,1,C1orf167,protein_coding,1,1,11762193,11789585,11762193,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000119242,CCDC92,coiled-coil domain containing 92,1,positive,ENSG00000119242,CCDC92,protein_coding,12,123918660.0,123974253.0,-1.0,Q53HC0,CCD92_HUMAN,331.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000238156,MANE_Select,1,CCDC92,protein_coding,12,-1,123935626,123972831,123972831,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000268940,CT45A1,CT45A1,0,negative,ENSG00000268940,CT45A1,protein_coding,X,135713639.0,135723539.0,1.0,Q5HYN5,CT451_HUMAN,189.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000594565,MANE_Select,1,CT45A1,protein_coding,X,1,135713639,135723228,135713639,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000023516,AKAP11,AKAP11,0,negative,ENSG00000023516,AKAP11,protein_coding,13,42271475.0,42323283.0,1.0,Q9UKA4,AKA11_HUMAN,1901.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000025301,MANE_Select,1,AKAP11,protein_coding,13,1,42272152,42323261,42272152,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000131477,RAMP2,receptor activity modifying protein 2,1,positive,ENSG00000131477,RAMP2,protein_coding,17,42758447.0,42763041.0,1.0,O60895,RAMP2_HUMAN,175.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000253796,MANE_Select,1,RAMP2,protein_coding,17,1,42761227,42763041,42761227,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000139719,VPS33A,VPS33A,0,negative,ENSG00000139719,VPS33A,protein_coding,12,122229564.0,122266502.0,-1.0,Q96AX1,VP33A_HUMAN,596.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000267199,MANE_Select,1,VPS33A,protein_coding,12,-1,122229564,122266494,122266494,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000101384,JAG1,jagged canonical Notch ligand 1,1,positive,ENSG00000101384,JAG1,protein_coding,20,10637684.0,10674396.0,-1.0,P78504,JAG1_HUMAN,1218.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000254958,MANE_Select,1,JAG1,protein_coding,20,-1,10637684,10673999,10673999,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000234284,ZNF879,ZNF879,0,negative,ENSG00000234284,ZNF879,protein_coding,5,179023804.0,179035064.0,1.0,B4DU55,ZN879_HUMAN,563.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000444149,MANE_Select,1,ZNF879,protein_coding,5,1,179023804,179035064,179023804,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000080293,SCTR,secretin receptor,1,positive,ENSG00000080293,SCTR,protein_coding,2,119439839.0,119525301.0,-1.0,P47872,SCTR_HUMAN,440.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000019103,MANE_Select,1,SCTR,protein_coding,2,-1,119439843,119524483,119524483,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000169955,ZNF747,ZNF747,0,negative,ENSG00000169955,ZNF747,protein_coding,16,30530367.0,30535347.0,-1.0,Q9BV97,ZN747_HUMAN,330.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000693075,MANE_Select,1,ZNF747,protein_coding,16,-1,30530367,30534858,30534858,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000100034,PPM1F,PPM1F,0,negative,ENSG00000100034,PPM1F,protein_coding,22,21919425.0,21952848.0,-1.0,P49593,PPM1F_HUMAN,454.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000263212,MANE_Select,1,PPM1F,protein_coding,22,-1,21919425,21952848,21952848,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000100347,SAMM50,SAMM50 sorting and assembly machinery component,1,positive,ENSG00000100347,SAMM50,protein_coding,22,43955399.0,44010531.0,1.0,Q9Y512,SAM50_HUMAN,469.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000350028,MANE_Select,1,SAMM50,protein_coding,22,1,43955442,43996529,43955442,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000139146,SINHCAF,SIN3-HDAC complex associated factor,1,positive,ENSG00000139146,SINHCAF,protein_coding,12,31280584.0,31327058.0,-1.0,Q9NP50,SHCAF_HUMAN,221.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000337682,MANE_Select,1,SINHCAF,protein_coding,12,-1,31280584,31326150,31326150,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000106829,TLE4,"TLE family member 4, transcriptional corepressor",1,positive,ENSG00000106829,TLE4,protein_coding,9,79571773.0,79726882.0,1.0,Q04727,TLE4_HUMAN,773.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000376552,MANE_Select,1,TLE4,protein_coding,9,1,79571965,79726882,79571965,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000143772,ITPKB,ITPKB,0,negative,ENSG00000143772,ITPKB,protein_coding,1,226631688.0,226739323.0,-1.0,P27987,IP3KB_HUMAN,946.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000429204,MANE_Select,1,ITPKB,protein_coding,1,-1,226631690,226739282,226739282,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000134287,ARF3,ARF3,0,negative,ENSG00000134287,ARF3,protein_coding,12,48935723.0,48957514.0,-1.0,P61204,ARF3_HUMAN,181.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000256682,MANE_Select,1,ARF3,protein_coding,12,-1,48935723,48957487,48957487,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000150593,PDCD4,programmed cell death 4,1,positive,ENSG00000150593,PDCD4,protein_coding,10,110871795.0,110900006.0,1.0,Q53EL6,PDCD4_HUMAN,469.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000280154,MANE_Select,1,PDCD4,protein_coding,10,1,110871928,110900006,110871928,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
