Gene stable ID	Transcript stable ID	Gene name	Gene type	Chromosome/scaffold name	Strand	Transcript start (bp)	Transcript end (bp)
ENSG00000156920	ENST00000394143	ADGRG4	protein_coding	X	1	136300963	136416890
ENSG00000156966	ENST00000287590	B3GNT7	protein_coding	2	1	231395710	231401164
ENSG00000157150	ENST00000287814	TIMP4	protein_coding	3	-1	12153068	12158912
ENSG00000157212	ENST00000404141	PAXIP1	protein_coding	7	-1	154943690	155003124
ENSG00000157322	ENST00000288040	CLEC18A	protein_coding	16	1	69951334	69963986
ENSG00000157388	ENST00000350061	CACNA1D	protein_coding	3	1	53494611	53813733
ENSG00000157445	ENST00000474759	CACNA2D3	protein_coding	3	1	54122552	55074557
ENSG00000157557	ENST00000360938	ETS2	protein_coding	21	1	38805929	38824955
ENSG00000157734	ENST00000325881	SNX22	protein_coding	15	1	64151731	64157481
ENSG00000157764	ENST00000646891	BRAF	protein_coding	7	-1	140730665	140924929
ENSG00000157823	ENST00000336418	AP3S2	protein_coding	15	-1	89830599	89893994
ENSG00000157837	ENST00000353487	SPPL3	protein_coding	12	-1	120762510	120904358
ENSG00000157851	ENST00000288699	DPYSL5	protein_coding	2	1	26848132	26950351
ENSG00000157895	ENST00000288757	C12orf43	protein_coding	12	-1	121000486	121016487
ENSG00000157933	ENST00000378536	SKI	protein_coding	1	1	2228319	2310213
ENSG00000158125	ENST00000379416	XDH	protein_coding	2	-1	31334321	31414742
ENSG00000158186	ENST00000423968	MRAS	protein_coding	3	1	138348579	138405533
ENSG00000158321	ENST00000342771	AUTS2	protein_coding	7	1	69598475	70793506
ENSG00000158497	ENST00000289448	HMHB1	protein_coding	5	1	143812161	143820716
ENSG00000158636	ENST00000695367	EMSY	protein_coding	11	1	76445018	76553031
ENSG00000158669	ENST00000396987	GPAT4	protein_coding	8	1	41578200	41625001
ENSG00000158683	ENST00000289672	PKD1L1	protein_coding	7	-1	47774614	47948466
ENSG00000158716	ENST00000368107	DUSP23	protein_coding	1	1	159780962	159782543
ENSG00000158717	ENST00000312838	RNF166	protein_coding	16	-1	88696501	88706408
ENSG00000158786	ENST00000375102	PLA2G2F	protein_coding	1	1	20139323	20150381
ENSG00000158805	ENST00000443381	ZNF276	protein_coding	16	1	89721537	89740925
ENSG00000158816	ENST00000289815	VWA5B1	protein_coding	1	1	20290875	20359518
ENSG00000158864	ENST00000676972	NDUFS2	protein_coding	1	1	161202367	161214395
ENSG00000158955	ENST00000290015	WNT9B	protein_coding	17	1	46851583	46880560
ENSG00000159164	ENST00000369146	SV2A	protein_coding	1	-1	149903318	149917844
ENSG00000159199	ENST00000393366	ATP5MC1	protein_coding	17	1	48892787	48895871
ENSG00000159210	ENST00000502492	SNF8	protein_coding	17	-1	48929316	48944842
ENSG00000159217	ENST00000290341	IGF2BP1	protein_coding	17	1	48997385	49056145
ENSG00000159267	ENST00000674895	HLCS	protein_coding	21	-1	36748626	36966669
ENSG00000159337	ENST00000290472	PLA2G4D	protein_coding	15	-1	42067009	42094562
ENSG00000159387	ENST00000290552	IRX6	protein_coding	16	1	55324203	55330756
ENSG00000159625	ENST00000360716	DRC7	protein_coding	16	1	57694806	57731805
ENSG00000159640	ENST00000290866	ACE	protein_coding	17	1	63477061	63498373
ENSG00000159692	ENST00000382952	CTBP1	protein_coding	4	-1	1211445	1249130
ENSG00000159714	ENST00000565726	ZDHHC1	protein_coding	16	-1	67394152	67416477
ENSG00000160072	ENST00000673477	ATAD3B	protein_coding	1	1	1471765	1497848
ENSG00000160131	ENST00000330374	VMA21	protein_coding	X	1	151397206	151409364
ENSG00000160185	ENST00000319294	UBASH3A	protein_coding	21	1	42403902	42447684
ENSG00000160194	ENST00000354250	NDUFV3	protein_coding	21	1	42893309	42913299
ENSG00000160221	ENST00000291577	GATD3	protein_coding	21	1	44133683	44145711
ENSG00000160299	ENST00000359568	PCNT	protein_coding	21	1	46324156	46445769
ENSG00000160360	ENST00000440944	GPSM1	protein_coding	9	1	136327539	136359601
ENSG00000160447	ENST00000291906	PKN3	protein_coding	9	1	128702503	128720916
ENSG00000160460	ENST00000598249	SPTBN4	protein_coding	19	1	40467001	40576464
ENSG00000160563	ENST00000292035	MED27	protein_coding	9	-1	131860112	132079867
ENSG00000160570	ENST00000596251	DEDD2	protein_coding	19	-1	42198598	42217677
ENSG00000160803	ENST00000368309	UBQLN4	protein_coding	1	-1	156035299	156053798
ENSG00000160867	ENST00000292408	FGFR4	protein_coding	5	1	177086915	177098144
ENSG00000161040	ENST00000440067	FBXL13	protein_coding	7	-1	102811189	103074796
ENSG00000161265	ENST00000378975	U2AF1L4	protein_coding	19	-1	35742527	35745418
ENSG00000161618	ENST00000293350	ALDH16A1	protein_coding	19	1	49453225	49471050
ENSG00000161682	ENST00000293443	FAM171A2	protein_coding	17	-1	44353215	44363853
ENSG00000161944	ENST00000691900	ASGR2	protein_coding	17	-1	7101326	7114822
ENSG00000162063	ENST00000397066	CCNF	protein_coding	16	1	2429447	2458854
ENSG00000162069	ENST00000572449	BICDL2	protein_coding	16	-1	3027682	3036944
ENSG00000162104	ENST00000294016	ADCY9	protein_coding	16	-1	3962653	4116442
ENSG00000162222	ENST00000316461	TTC9C	protein_coding	11	1	62728486	62738636
ENSG00000162341	ENST00000294309	TPCN2	protein_coding	11	1	69048932	69090597
ENSG00000162367	ENST00000691006	TAL1	protein_coding	1	-1	47216291	47232225
ENSG00000162377	ENST00000371538	COA7	protein_coding	1	-1	52684449	52698347
ENSG00000162378	ENST00000294353	ZYG11B	protein_coding	1	1	52726453	52827336
ENSG00000162398	ENST00000371273	CIMAP2	protein_coding	1	1	54806063	54842252
ENSG00000162413	ENST00000377658	KLHL21	protein_coding	1	-1	6590724	6602869
ENSG00000162441	ENST00000377223	LZIC	protein_coding	1	-1	9926293	9943391
ENSG00000162490	ENST00000294485	DRAXIN	protein_coding	1	1	11691710	11725857
ENSG00000162594	ENST00000347310	IL23R	protein_coding	1	1	67166454	67259979
ENSG00000162631	ENST00000370068	NTNG1	protein_coding	1	1	107141039	107484923
ENSG00000162664	ENST00000340281	ZNF326	protein_coding	1	1	89995110	90035533
ENSG00000162676	ENST00000294702	GFI1	protein_coding	1	-1	92473043	92486925
ENSG00000162702	ENST00000367353	ZNF281	protein_coding	1	-1	200404951	200410036
ENSG00000162924	ENST00000394479	REL	protein_coding	2	1	60881574	60931612
ENSG00000162992	ENST00000295108	NEUROD1	protein_coding	2	-1	181676467	181680517
ENSG00000163083	ENST00000295228	INHBB	protein_coding	2	1	120346136	120351803
ENSG00000163104	ENST00000354268	SMARCAD1	protein_coding	4	1	94207865	94291292
ENSG00000163116	ENST00000295268	STPG2	protein_coding	4	-1	97558872	98143476
ENSG00000163159	ENST00000368892	VPS72	protein_coding	1	-1	151176304	151190197
ENSG00000163281	ENST00000295448	GNPDA2	protein_coding	4	-1	44701795	44726556
ENSG00000163319	ENST00000295491	MRPS18C	protein_coding	4	1	83456058	83462298
ENSG00000163521	ENST00000295759	GLB1L	protein_coding	2	-1	219236598	219245444
ENSG00000163535	ENST00000357799	SGO2	protein_coding	2	1	200526207	200584096
ENSG00000163539	ENST00000682230	CLASP2	protein_coding	3	-1	33496245	33718254
ENSG00000163576	ENST00000295824	EFHB	protein_coding	3	-1	19879472	19934217
ENSG00000163577	ENST00000295822	EIF5A2	protein_coding	3	-1	170888418	170908637
ENSG00000163581	ENST00000314251	SLC2A2	protein_coding	3	-1	170996347	171026720
ENSG00000163599	ENST00000648405	CTLA4	protein_coding	2	1	203867771	203873965
ENSG00000163608	ENST00000314400	NEPRO	protein_coding	3	-1	113002444	113019671
ENSG00000163618	ENST00000383710	CADPS	protein_coding	3	-1	62398348	62875416
ENSG00000163623	ENST00000295886	NKX6-1	protein_coding	4	-1	84491985	84499292
ENSG00000163633	ENST00000295898	C4orf36	protein_coding	4	-1	86876205	86892422
ENSG00000163635	ENST00000674280	ATXN7	protein_coding	3	1	63863867	64003462
ENSG00000163636	ENST00000295901	PSMD6	protein_coding	3	-1	64010551	64023494
ENSG00000163638	ENST00000498707	ADAMTS9	protein_coding	3	-1	64515654	64688000
ENSG00000163646	ENST00000327047	CLRN1	protein_coding	3	-1	150926567	150972727
ENSG00000163811	ENST00000407426	WDR43	protein_coding	2	1	28894667	28948219
ENSG00000163870	ENST00000355552	TPRA1	protein_coding	3	-1	127571232	127590733
ENSG00000163872	ENST00000305135	YEATS2	protein_coding	3	1	183697797	183812624
ENSG00000163898	ENST00000296252	LIPH	protein_coding	3	-1	185506262	185552588
ENSG00000163913	ENST00000348417	IFT122	protein_coding	3	1	129440224	129520507
ENSG00000164002	ENST00000415550	EXO5	protein_coding	1	1	40508767	40516038
ENSG00000164037	ENST00000296422	SLC9B1	protein_coding	4	-1	102900928	103019705
ENSG00000164040	ENST00000296425	PGRMC2	protein_coding	4	-1	128269242	128287813
ENSG00000164045	ENST00000302506	CDC25A	protein_coding	3	-1	48157146	48188417
ENSG00000164100	ENST00000296499	NDST3	protein_coding	4	1	118034486	118258634
ENSG00000164113	ENST00000296513	ADAD1	protein_coding	4	1	122379011	122429784
ENSG00000164124	ENST00000296529	TMEM144	protein_coding	4	1	158210486	158255416
ENSG00000164151	ENST00000296564	ICE1	protein_coding	5	1	5422677	5490220
ENSG00000164161	ENST00000296575	HHIP	protein_coding	4	1	144646156	144745271
ENSG00000164168	ENST00000296582	TMEM184C	protein_coding	4	1	147617397	147636721
ENSG00000164182	ENST00000296597	NDUFAF2	protein_coding	5	1	60945205	61153026
ENSG00000164197	ENST00000389100	RNF180	protein_coding	5	1	64165843	64372869
ENSG00000164258	ENST00000296684	NDUFS4	protein_coding	5	1	53560639	53683338
ENSG00000164303	ENST00000296741	ENPP6	protein_coding	4	-1	184088706	184217873
ENSG00000164304	ENST00000502583	CAGE1	protein_coding	6	-1	7326659	7389742
ENSG00000164307	ENST00000443439	ERAP1	protein_coding	5	-1	96774484	96807945
ENSG00000164330	ENST00000313708	EBF1	protein_coding	5	-1	158695920	159099916
ENSG00000164347	ENST00000296805	GFM2	protein_coding	5	-1	74721206	74767117
ENSG00000164366	ENST00000296824	CCDC127	protein_coding	5	-1	196868	218153
ENSG00000164403	ENST00000378679	SHROOM1	protein_coding	5	-1	132822141	132830647
ENSG00000164512	ENST00000341048	ANKRD55	protein_coding	5	-1	56099680	56233330
ENSG00000164530	ENST00000373674	PI16	protein_coding	6	1	36954738	36964837
ENSG00000164542	ENST00000440378	MATCAP2	protein_coding	7	-1	36324152	36367240
ENSG00000164574	ENST00000297107	GALNT10	protein_coding	5	1	154190733	154420984
ENSG00000164588	ENST00000303230	HCN1	protein_coding	5	-1	45254948	45696380
ENSG00000164604	ENST00000424100	GPR85	protein_coding	7	-1	113082285	113086827
ENSG00000164647	ENST00000297205	STEAP1	protein_coding	7	1	90154469	90164827
ENSG00000164684	ENST00000327835	ZNF704	protein_coding	8	-1	80628451	80874781
ENSG00000164742	ENST00000297323	ADCY1	protein_coding	7	1	45574368	45723116
ENSG00000164756	ENST00000456015	SLC30A8	protein_coding	8	1	117134995	117176714
ENSG00000164796	ENST00000297405	CSMD3	protein_coding	8	-1	112222928	113436939
ENSG00000164823	ENST00000451899	OSGIN2	protein_coding	8	1	89902570	89927888
ENSG00000164916	ENST00000328914	FOXK1	protein_coding	7	1	4682295	4771442
ENSG00000164935	ENST00000297581	DCSTAMP	protein_coding	8	1	104339826	104356689
ENSG00000164938	ENST00000342697	TP53INP1	protein_coding	8	-1	94925972	94949378
ENSG00000165006	ENST00000297661	UBAP1	protein_coding	9	1	34179043	34252523
ENSG00000165029	ENST00000374736	ABCA1	protein_coding	9	-1	104781006	104928155
ENSG00000165066	ENST00000518699	NKX6-3	protein_coding	8	-1	41645177	41650817
ENSG00000165076	ENST00000350549	PRSS37	protein_coding	7	-1	141836300	141841485
ENSG00000165164	ENST00000378653	CFAP47	protein_coding	X	1	35919734	36385317
ENSG00000165169	ENST00000378578	DYNLT3	protein_coding	X	-1	37838836	37847571
ENSG00000165264	ENST00000379847	NDUFB6	protein_coding	9	-1	32553001	32573159
ENSG00000165271	ENST00000297990	NOL6	protein_coding	9	-1	33461353	33473924
ENSG00000165288	ENST00000373275	BRWD3	protein_coding	X	-1	80669503	80809877
ENSG00000165323	ENST00000525166	FAT3	protein_coding	11	1	92224818	92896473
ENSG00000165392	ENST00000298139	WRN	protein_coding	8	1	31033810	31176138
ENSG00000165443	ENST00000373880	PHYHIPL	protein_coding	10	1	59176643	59247770
ENSG00000165476	ENST00000373758	REEP3	protein_coding	10	1	63521401	63625128
ENSG00000165501	ENST00000298288	LRR1	protein_coding	14	1	49598940	49614672
ENSG00000165521	ENST00000554922	EML5	protein_coding	14	-1	88612431	88792953
ENSG00000165583	ENST00000347757	SSX5	protein_coding	X	-1	48186220	48196795
ENSG00000165623	ENST00000378681	UCMA	protein_coding	10	-1	13221766	13234374
ENSG00000165626	ENST00000466271	BEND7	protein_coding	10	-1	13441088	13529014
ENSG00000165671	ENST00000439151	NSD1	protein_coding	5	1	177133773	177300213
ENSG00000165685	ENST00000543484	TMEM52B	protein_coding	12	1	10179032	10191804
ENSG00000165695	ENST00000298545	AK8	protein_coding	9	-1	132725578	132878284
ENSG00000165899	ENST00000547103	OTOGL	protein_coding	12	1	80099537	80380880
ENSG00000165935	ENST00000535986	SMCO2	protein_coding	12	1	27446736	27502185
ENSG00000165966	ENST00000402685	PDZRN4	protein_coding	12	1	41188320	41574745
ENSG00000165973	ENST00000357134	NELL1	protein_coding	11	1	20669586	21575686
ENSG00000166004	ENST00000325212	CEP295	protein_coding	11	1	93661682	93730358
ENSG00000166035	ENST00000299022	LIPC	protein_coding	15	1	58431991	58569844
ENSG00000166073	ENST00000561100	GPR176	protein_coding	15	-1	39799008	39920266
ENSG00000166136	ENST00000299166	NDUFB8	protein_coding	10	-1	100523740	100529871
ENSG00000166224	ENST00000373202	SGPL1	protein_coding	10	1	70815948	70881184
ENSG00000166226	ENST00000299300	CCT2	protein_coding	12	1	69585459	69601570
ENSG00000166228	ENST00000299299	PCBD1	protein_coding	10	-1	70883510	70888565
ENSG00000166313	ENST00000609360	APBB1	protein_coding	11	-1	6395125	6419094
ENSG00000166317	ENST00000394810	SYNPO2L	protein_coding	10	-1	73644886	73656029
ENSG00000166340	ENST00000299427	TPP1	protein_coding	11	-1	6612768	6619422
ENSG00000166348	ENST00000687698	USP54	protein_coding	10	-1	73497538	73591342
ENSG00000166377	ENST00000426216	ATP9B	protein_coding	18	1	79069394	79378283
ENSG00000166436	ENST00000646038	TRIM66	protein_coding	11	-1	8612040	8682665
ENSG00000166450	ENST00000389286	PRTG	protein_coding	15	-1	55611544	55743152
ENSG00000166603	ENST00000299766	MC4R	protein_coding	18	-1	60371062	60372775
ENSG00000166669	ENST00000562102	ATF7IP2	protein_coding	16	1	10386061	10483638
ENSG00000166813	ENST00000394412	KIF7	protein_coding	15	-1	89627977	89655467
ENSG00000166860	ENST00000300101	ZBTB39	protein_coding	12	-1	56998836	57006546
ENSG00000166881	ENST00000300128	NEMP1	protein_coding	12	-1	57055643	57078791
ENSG00000166927	ENST00000300184	MS4A7	protein_coding	11	1	60378532	60395948
ENSG00000166928	ENST00000300187	MS4A14	protein_coding	11	1	60396459	60417756
ENSG00000166949	ENST00000327367	SMAD3	protein_coding	15	1	67065602	67195169
ENSG00000166965	ENST00000394258	RCCD1	protein_coding	15	1	90954884	90963125
ENSG00000167037	ENST00000400358	SGSM1	protein_coding	22	1	24806211	24927578
ENSG00000167098	ENST00000356173	SUN5	protein_coding	20	-1	32983775	33004433
ENSG00000167280	ENST00000579016	ENGASE	protein_coding	17	1	79074824	79088599
ENSG00000167363	ENST00000300784	FN3K	protein_coding	17	1	82735615	82751196
ENSG00000167619	ENST00000301204	TMEM145	protein_coding	19	1	42313309	42325064
ENSG00000167670	ENST00000301280	CHAF1A	protein_coding	19	1	4402640	4443397
ENSG00000167772	ENST00000301455	ANGPTL4	protein_coding	19	1	8364155	8374370
ENSG00000167792	ENST00000322776	NDUFV1	protein_coding	11	1	67606936	67612554
ENSG00000167822	ENST00000642058	OR8J3	protein_coding	11	-1	56134721	56140201
ENSG00000167825	ENST00000301532	OR5I1	protein_coding	11	-1	55935456	55936400
ENSG00000167874	ENST00000301599	TMEM88	protein_coding	17	1	7855066	7856099
ENSG00000167881	ENST00000307877	SRP68	protein_coding	17	-1	76038785	76072517
ENSG00000167925	ENST00000587427	GHDC	protein_coding	17	-1	42189087	42194494
ENSG00000167967	ENST00000301727	E4F1	protein_coding	16	1	2223591	2235742
ENSG00000167984	ENST00000359128	NLRC3	protein_coding	16	-1	3539033	3577403
ENSG00000167986	ENST00000301764	DDB1	protein_coding	11	-1	61299451	61333105
ENSG00000168056	ENST00000301873	LTBP3	protein_coding	11	-1	65538559	65558359
ENSG00000168081	ENST00000301908	PNOC	protein_coding	8	1	28317268	28343351
ENSG00000168137	ENST00000402198	SETD5	protein_coding	3	1	9397615	9478154
ENSG00000168214	ENST00000355476	RBPJ	protein_coding	4	1	26321014	26434923
ENSG00000168275	ENST00000366615	COA6	protein_coding	1	1	234373456	234385080
ENSG00000168393	ENST00000305784	DTYMK	protein_coding	2	-1	241675747	241686815
ENSG00000168418	ENST00000308251	KCNG4	protein_coding	16	-1	84218657	84240012
ENSG00000168491	ENST00000307588	CCDC110	protein_coding	4	-1	185445182	185471733
ENSG00000168528	ENST00000373709	SERINC2	protein_coding	1	1	31413213	31434678
ENSG00000168653	ENST00000372969	NDUFS5	protein_coding	1	1	39026350	39034615
ENSG00000168675	ENST00000359446	LDLRAD4	protein_coding	18	1	13218760	13652751
ENSG00000168701	ENST00000304800	TMEM208	protein_coding	16	1	67227130	67229278
ENSG00000168734	ENST00000372886	PKIG	protein_coding	20	1	44582579	44619037
ENSG00000168769	ENST00000380013	TET2	protein_coding	4	1	105146876	105279803
ENSG00000168830	ENST00000305344	HTR1E	protein_coding	6	1	86937528	87016679
ENSG00000168887	ENST00000306336	C2orf68	protein_coding	2	-1	85605254	85612066
ENSG00000168925	ENST00000361017	CTRB1	protein_coding	16	1	75218988	75224924
ENSG00000168928	ENST00000303037	CTRB2	protein_coding	16	-1	75204103	75207161
ENSG00000168944	ENST00000306467	CEP120	protein_coding	5	-1	123344892	123423403
ENSG00000169019	ENST00000381571	COMMD8	protein_coding	4	-1	47450787	47463702
ENSG00000169026	ENST00000322224	SLC49A3	protein_coding	4	-1	681829	689151
ENSG00000169047	ENST00000305123	IRS1	protein_coding	2	-1	226731312	226799820
ENSG00000169064	ENST00000675490	ZBBX	protein_coding	3	-1	167239843	167380297
ENSG00000169129	ENST00000304129	AFAP1L2	protein_coding	10	-1	114294824	114404502
ENSG00000169181	ENST00000447459	GSG1L	protein_coding	16	-1	27787528	28063714
ENSG00000169194	ENST00000304506	IL13	protein_coding	5	1	132658173	132661110
ENSG00000169313	ENST00000302632	P2RY12	protein_coding	3	-1	151336843	151384753
ENSG00000169340	ENST00000302451	PDILT	protein_coding	16	-1	20359175	20404737
ENSG00000169344	ENST00000396138	UMOD	protein_coding	16	-1	20333051	20352715
ENSG00000169347	ENST00000302555	GP2	protein_coding	16	-1	20309574	20327513
ENSG00000169402	ENST00000404077	RSPH10B2	protein_coding	7	1	6754103	6798765
ENSG00000169507	ENST00000685975	SLC38A11	protein_coding	2	-1	164894354	164955525
ENSG00000169515	ENST00000307522	CCDC8	protein_coding	19	-1	46410329	46413564
ENSG00000169554	ENST00000627532	ZEB2	protein_coding	2	-1	144384081	144520119
ENSG00000169594	ENST00000345382	BNC1	protein_coding	15	-1	83255884	83284664
ENSG00000169744	ENST00000304523	LDB2	protein_coding	4	-1	16501541	16898645
ENSG00000169760	ENST00000695368	NLGN1	protein_coding	3	1	173397744	174294372
ENSG00000169783	ENST00000355300	LINGO1	protein_coding	15	-1	77613027	77632912
ENSG00000169856	ENST00000305901	ONECUT1	protein_coding	15	-1	52755053	52790336
ENSG00000169857	ENST00000306730	AVEN	protein_coding	15	-1	33866227	34039204
ENSG00000169860	ENST00000305097	P2RY1	protein_coding	3	1	152835131	152841439
ENSG00000169903	ENST00000305354	TM4SF4	protein_coding	3	1	149474697	149503394
ENSG00000169905	ENST00000609928	TOR1AIP2	protein_coding	1	-1	179839976	179877803
ENSG00000169908	ENST00000305366	TM4SF1	protein_coding	3	-1	149369022	149377649
ENSG00000169925	ENST00000303407	BRD3	protein_coding	9	-1	134030305	134068026
ENSG00000169946	ENST00000407775	ZFPM2	protein_coding	8	1	105318438	105804539
ENSG00000169955	ENST00000693075	ZNF747	protein_coding	16	-1	30530367	30534858
ENSG00000169991	ENST00000455833	IFFO2	protein_coding	1	-1	18904280	18956676
ENSG00000170035	ENST00000410062	UBE2E3	protein_coding	2	1	180980605	181063425
ENSG00000170153	ENST00000515673	RNF150	protein_coding	4	-1	140859807	141133469
ENSG00000170214	ENST00000306675	ADRA1B	protein_coding	5	1	159916482	159973012
ENSG00000170234	ENST00000307063	PWWP2A	protein_coding	5	-1	160091339	160119450
ENSG00000170262	ENST00000303645	MRAP	protein_coding	21	1	32298855	32312290
ENSG00000170385	ENST00000367001	SLC30A1	protein_coding	1	-1	211571568	211579161
ENSG00000170390	ENST00000296550	DCLK2	protein_coding	4	1	150078445	150257438
ENSG00000170606	ENST00000304858	HSPA4	protein_coding	5	1	133052013	133106449
ENSG00000170819	ENST00000302334	BFSP2	protein_coding	3	1	133400056	133475208
ENSG00000170854	ENST00000394198	RIOX2	protein_coding	3	-1	97941818	97972431
ENSG00000170906	ENST00000485876	NDUFA3	protein_coding	19	1	54102855	54107568
ENSG00000170961	ENST00000303924	HAS2	protein_coding	8	-1	121612116	121641440
ENSG00000170967	ENST00000302259	DDI1	protein_coding	11	1	104036640	104039196
ENSG00000171044	ENST00000416569	XKR6	protein_coding	8	-1	10896045	11201833
ENSG00000171056	ENST00000304501	SOX7	protein_coding	8	-1	10723768	10730511
ENSG00000171067	ENST00000304271	C11orf24	protein_coding	11	-1	68261338	68271973
ENSG00000171105	ENST00000302850	INSR	protein_coding	19	-1	7112265	7294414
ENSG00000171133	ENST00000302681	OR2K2	protein_coding	9	-1	111327229	111330224
ENSG00000171298	ENST00000302262	GAA	protein_coding	17	1	80101581	80119881
ENSG00000171316	ENST00000423902	CHD7	protein_coding	8	1	60678740	60868028
ENSG00000171346	ENST00000254043	KRT15	protein_coding	17	-1	41513745	41518890
ENSG00000171403	ENST00000246662	KRT9	protein_coding	17	-1	41565836	41572059
ENSG00000171435	ENST00000339824	KSR2	protein_coding	12	-1	117453012	117968990
ENSG00000171595	ENST00000311014	DNAI2	protein_coding	17	1	74274234	74314884
ENSG00000171634	ENST00000306378	BPTF	protein_coding	17	1	67825503	67984378
ENSG00000171649	ENST00000597850	ZIK1	protein_coding	19	1	57584145	57593890
ENSG00000171723	ENST00000478722	GPHN	protein_coding	14	1	66508147	67181803
ENSG00000171791	ENST00000333681	BCL2	protein_coding	18	-1	63123346	63319769
ENSG00000171824	ENST00000376936	EXOSC10	protein_coding	1	-1	11066618	11099869
ENSG00000171862	ENST00000371953	PTEN	protein_coding	10	1	87863625	87971930
ENSG00000171873	ENST00000379453	ADRA1D	protein_coding	20	-1	4220630	4249287
ENSG00000171970	ENST00000306908	ZNF57	protein_coding	19	1	2900928	2918473
ENSG00000171988	ENST00000399262	JMJD1C	protein_coding	10	-1	63167225	63465977
ENSG00000172046	ENST00000417901	USP19	protein_coding	3	-1	49108050	49120823
ENSG00000172164	ENST00000517992	SNTB1	protein_coding	8	-1	120535756	120812046
ENSG00000172197	ENST00000324607	MBOAT1	protein_coding	6	-1	20099684	20212469
ENSG00000172201	ENST00000378700	ID4	protein_coding	6	1	19837370	19842197
ENSG00000172260	ENST00000357731	NEGR1	protein_coding	1	-1	71395943	72282539
ENSG00000172339	ENST00000370205	ALG14	protein_coding	1	-1	94974405	95072951
ENSG00000172399	ENST00000307128	MYOZ2	protein_coding	4	1	119135832	119187789
ENSG00000172456	ENST00000303721	FGGY	protein_coding	1	1	59297094	59762730
ENSG00000172461	ENST00000302103	FUT9	protein_coding	6	1	96015974	96215612
ENSG00000172572	ENST00000359062	PDE3A	protein_coding	12	1	20368537	20688583
ENSG00000172575	ENST00000310803	RASGRP1	protein_coding	15	-1	38488103	38564814
ENSG00000172594	ENST00000368440	SMPDL3A	protein_coding	6	1	122789258	122809720
ENSG00000172661	ENST00000623400	WASHC2C	protein_coding	10	1	45727266	45792964
ENSG00000172673	ENST00000368248	THEMIS	protein_coding	6	-1	127708200	127901058
ENSG00000172766	ENST00000379406	NAA16	protein_coding	13	1	41311267	41377030
ENSG00000172817	ENST00000310193	CYP7B1	protein_coding	8	-1	64590851	64798737
ENSG00000172867	ENST00000309680	KRT2	protein_coding	12	-1	52644558	52652211
ENSG00000172995	ENST00000684406	ARPP21	protein_coding	3	1	35639525	35794486
ENSG00000173013	ENST00000310085	CFAP184	protein_coding	4	-1	7040849	7043001
ENSG00000173145	ENST00000371361	NOC3L	protein_coding	10	-1	94333226	94362939
ENSG00000173175	ENST00000462833	ADCY5	protein_coding	3	-1	123282296	123449090
ENSG00000173208	ENST00000308666	ABCD2	protein_coding	12	-1	39550033	39619803
ENSG00000173239	ENST00000404743	LIPM	protein_coding	10	1	88802730	88820546
ENSG00000173253	ENST00000358146	DMRT2	protein_coding	9	1	1050357	1057552
ENSG00000173269	ENST00000372027	MMRN2	protein_coding	10	-1	86935540	86957615
ENSG00000173281	ENST00000310455	PPP1R3B	protein_coding	8	-1	9136255	9150658
ENSG00000173320	ENST00000308497	STOX2	protein_coding	4	1	183905307	184023526
ENSG00000173376	ENST00000379692	NDNF	protein_coding	4	-1	121035613	121072535
ENSG00000173431	ENST00000308227	RNASE8	protein_coding	14	1	21057822	21058455
ENSG00000173482	ENST00000580170	PTPRM	protein_coding	18	1	7567316	8406856
ENSG00000173517	ENST00000682557	PEAK1	protein_coding	15	-1	77108158	77420104
ENSG00000173542	ENST00000309395	MOB1B	protein_coding	4	1	70902369	70988168
ENSG00000173678	ENST00000507450	SPDYE2B	protein_coding	7	1	102650319	102662625
ENSG00000173679	ENST00000309623	OR1L1	protein_coding	9	1	122661716	122662648
ENSG00000173812	ENST00000469257	EIF1	protein_coding	17	1	41688885	41692668
ENSG00000173838	ENST00000311269	MARCHF10	protein_coding	17	-1	62701314	62808314
ENSG00000173930	ENST00000310954	SLCO4C1	protein_coding	5	-1	102233986	102296284
ENSG00000173950	ENST00000310380	XXYLT1	protein_coding	3	-1	195068284	195271159
ENSG00000174137	ENST00000308132	FAM53A	protein_coding	4	-1	1639887	1684313
ENSG00000174173	ENST00000309922	TRMT10C	protein_coding	3	1	101561868	101566446
ENSG00000174206	ENST00000398055	KICS2	protein_coding	12	-1	64191080	64222296
ENSG00000174306	ENST00000683867	ZHX3	protein_coding	20	-1	41178455	41317731
ENSG00000174326	ENST00000574600	SLC16A11	protein_coding	17	-1	7041621	7044092
ENSG00000174327	ENST00000308027	SLC16A13	protein_coding	17	1	7036015	7040117
ENSG00000174482	ENST00000698399	LINGO2	protein_coding	9	-1	27937617	29213601
ENSG00000174502	ENST00000367135	SLC26A9	protein_coding	1	-1	205913052	205943456
ENSG00000174697	ENST00000308868	LEP	protein_coding	7	1	128241278	128257629
ENSG00000174791	ENST00000311320	RIN1	protein_coding	11	-1	66330241	66336434
ENSG00000174886	ENST00000308961	NDUFA11	protein_coding	19	-1	5894675	5903790
ENSG00000175040	ENST00000309575	CHST2	protein_coding	3	1	143119771	143124014
ENSG00000175105	ENST00000636215	ZNF654	protein_coding	3	1	88059255	88144660
ENSG00000175395	ENST00000302609	ZNF25	protein_coding	10	-1	37949573	37976647
ENSG00000175426	ENST00000311106	PCSK1	protein_coding	5	-1	96390333	96433248
